Freq.	V(n007)/V(n002)
1.18850222743676e+004	(-1.24682035958132e+000dB,-4.64141791016169e-002°)
1.19124200802712e+004	(-1.24682019128448e+000dB,-4.73034228233384e-002°)
1.19398810446401e+004	(-1.24682002366494e+000dB,-4.81929174180167e-002°)
1.19674053130698e+004	(-1.24681985671225e+000dB,-4.90826675974708e-002°)
1.19949930314912e+004	(-1.24681969042638e+000dB,-4.99726780732068e-002°)
1.20226443461715e+004	(-1.24681952480991e+000dB,-5.08629535670368e-002°)
1.20503594037154e+004	(-1.24681935985212e+000dB,-5.17534987946260e-002°)
1.20781383510652e+004	(-1.24681919555687e+000dB,-5.26443184991045e-002°)
1.21059813355022e+004	(-1.24681903191995e+000dB,-5.35354173907624e-002°)
1.21338885046471e+004	(-1.24681886891819e+000dB,-5.44268001780546e-002°)
1.21618600064610e+004	(-1.24681870658317e+000dB,-5.53184716148459e-002°)
1.21898959892460e+004	(-1.24681854487492e+000dB,-5.62104364128803e-002°)
1.22179966016461e+004	(-1.24681838382641e+000dB,-5.71026993055927e-002°)
1.22461619926478e+004	(-1.24681822339431e+000dB,-5.79952650106973e-002°)
1.22743923115814e+004	(-1.24681806362425e+000dB,-5.88881383002131e-002°)
1.23026877081211e+004	(-1.24681790446763e+000dB,-5.97813238628671e-002°)
1.23310483322864e+004	(-1.24681774593239e+000dB,-6.06748264546523e-002°)
1.23594743344424e+004	(-1.24681758803415e+000dB,-6.15686508085344e-002°)
1.23879658653010e+004	(-1.24681743074306e+000dB,-6.24628016643699e-002°)
1.24165230759214e+004	(-1.24681727408772e+000dB,-6.33572837801105e-002°)
1.24451461177111e+004	(-1.24681711803359e+000dB,-6.42521018738834e-002°)
1.24738351424267e+004	(-1.24681696259454e+000dB,-6.51472607073169e-002°)
1.25025903021745e+004	(-1.24681680775549e+000dB,-6.60427650180566e-002°)
1.25314117494114e+004	(-1.24681665352075e+000dB,-6.69386195518481e-002°)
1.25602996369460e+004	(-1.24681649989916e+000dB,-6.78348290672903e-002°)
1.25892541179389e+004	(-1.24681634686920e+000dB,-6.87313983112945e-002°)
1.26182753459039e+004	(-1.24681619443627e+000dB,-6.96283320282099e-002°)
1.26473634747087e+004	(-1.24681604258630e+000dB,-7.05256349957947e-002°)
1.26765186585757e+004	(-1.24681589132254e+000dB,-7.14233119512764e-002°)
1.27057410520826e+004	(-1.24681574066025e+000dB,-7.23213676742432e-002°)
1.27350308101638e+004	(-1.24681559056564e+000dB,-7.32198069143355e-002°)
1.27643880881106e+004	(-1.24681544105643e+000dB,-7.41186344316855e-002°)
1.27938130415724e+004	(-1.24681529211270e+000dB,-7.50178549873955e-002°)
1.28233058265574e+004	(-1.24681514375525e+000dB,-7.59174733784691e-002°)
1.28528665994333e+004	(-1.24681499595436e+000dB,-7.68174943439165e-002°)
1.28824955169285e+004	(-1.24681484871757e+000dB,-7.77179226639664e-002°)
1.29121927361325e+004	(-1.24681470205134e+000dB,-7.86187631235258e-002°)
1.29419584144970e+004	(-1.24681455594818e+000dB,-7.95200204863102e-002°)
1.29717927098367e+004	(-1.24681441040237e+000dB,-8.04216995419191e-002°)
1.30016957803300e+004	(-1.24681426539689e+000dB,-8.13238050530852e-002°)
1.30316677845201e+004	(-1.24681412094601e+000dB,-8.22263418299562e-002°)
1.30617088813155e+004	(-1.24681397704157e+000dB,-8.31293146392382e-002°)
1.30918192299912e+004	(-1.24681383368934e+000dB,-8.40327282760802e-002°)
1.31219989901891e+004	(-1.24681369086749e+000dB,-8.49365875261772e-002°)
1.31522483219195e+004	(-1.24681354859099e+000dB,-8.58408971746167e-002°)
1.31825673855612e+004	(-1.24681340684065e+000dB,-8.67456620374112e-002°)
1.32129563418628e+004	(-1.24681326564124e+000dB,-8.76508868968551e-002°)
1.32434153519437e+004	(-1.24681312494898e+000dB,-8.85565765569006e-002°)
1.32739445772945e+004	(-1.24681298479661e+000dB,-8.94627358180005e-002°)
1.33045441797780e+004	(-1.24681284516148e+000dB,-9.03693694843958e-002°)
1.33352143216303e+004	(-1.24681270605634e+000dB,-9.12764823673544e-002°)
1.33659551654615e+004	(-1.24681256745912e+000dB,-9.21840792793769e-002°)
1.33967668742564e+004	(-1.24681242937868e+000dB,-9.30921650118455e-002°)
1.34276496113757e+004	(-1.24681229180274e+000dB,-9.40007444100151e-002°)
1.34586035405565e+004	(-1.24681215474473e+000dB,-9.49098222753946e-002°)
1.34896288259136e+004	(-1.24681201818378e+000dB,-9.58194034250418e-002°)
1.35207256319398e+004	(-1.24681188212720e+000dB,-9.67294926887153e-002°)
1.35518941235074e+004	(-1.24681174657964e+000dB,-9.76400948927081e-002°)
1.35831344658685e+004	(-1.24681161152571e+000dB,-9.85512148694674e-002°)
1.36144468246565e+004	(-1.24681147695630e+000dB,-9.94628574369344e-002°)
1.36458313658862e+004	(-1.24681134288395e+000dB,-1.00375027430064e-001°)
1.36772882559555e+004	(-1.24681120929793e+000dB,-1.01287729689970e-001°)
1.37088176616455e+004	(-1.24681107620786e+000dB,-1.02200969067427e-001°)
1.37404197501221e+004	(-1.24681094358700e+000dB,-1.03114750386909e-001°)
1.37720946889364e+004	(-1.24681081145443e+000dB,-1.04029078504670e-001°)
1.38038426460258e+004	(-1.24681067978863e+000dB,-1.04943958255518e-001°)
1.38356637897148e+004	(-1.24681054860742e+000dB,-1.05859394512152e-001°)
1.38675582887158e+004	(-1.24681041789874e+000dB,-1.06775392122014e-001°)
1.38995263121305e+004	(-1.24681028765819e+000dB,-1.07691955939575e-001°)
1.39315680294500e+004	(-1.24681015786680e+000dB,-1.08609090806028e-001°)
1.39636836105563e+004	(-1.24681002855977e+000dB,-1.09526801610720e-001°)
1.39958732257231e+004	(-1.24680989970037e+000dB,-1.10445093199499e-001°)
1.40281370456165e+004	(-1.24680977130002e+000dB,-1.11363970464908e-001°)
1.40604752412960e+004	(-1.24680964336127e+000dB,-1.12283438259643e-001°)
1.40928879842156e+004	(-1.24680951586729e+000dB,-1.13203501470962e-001°)
1.41253754462244e+004	(-1.24680938882622e+000dB,-1.14124164963079e-001°)
1.41579377995677e+004	(-1.24680926224293e+000dB,-1.15045433632537e-001°)
1.41905752168878e+004	(-1.24680913608681e+000dB,-1.15967312356033e-001°)
1.42232878712250e+004	(-1.24680901037278e+000dB,-1.16889806022388e-001°)
1.42560759360187e+004	(-1.24680888511078e+000dB,-1.17812919536791e-001°)
1.42889395851079e+004	(-1.24680876027092e+000dB,-1.18736657771015e-001°)
1.43218789927323e+004	(-1.24680863587304e+000dB,-1.19661025636868e-001°)
1.43548943335334e+004	(-1.24680851191175e+000dB,-1.20586028043805e-001°)
1.43879857825553e+004	(-1.24680838837148e+000dB,-1.21511669868936e-001°)
1.44211535152455e+004	(-1.24680826526031e+000dB,-1.22437956056759e-001°)
1.44543977074561e+004	(-1.24680814256870e+000dB,-1.23364891482262e-001°)
1.44877185354444e+004	(-1.24680802029233e+000dB,-1.24292481097111e-001°)
1.45211161758742e+004	(-1.24680789844051e+000dB,-1.25220729784837e-001°)
1.45545908058164e+004	(-1.24680777700418e+000dB,-1.26149642484924e-001°)
1.45881426027502e+004	(-1.24680765597601e+000dB,-1.27079224129036e-001°)
1.46217717445639e+004	(-1.24680753536439e+000dB,-1.28009479644175e-001°)
1.46554784095559e+004	(-1.24680741515232e+000dB,-1.28940413948441e-001°)
1.46892627764354e+004	(-1.24680729534339e+000dB,-1.29872031985075e-001°)
1.47231250243239e+004	(-1.24680717595523e+000dB,-1.30804338707080e-001°)
1.47570653327557e+004	(-1.24680705694680e+000dB,-1.31737339034620e-001°)
1.47910838816788e+004	(-1.24680693834391e+000dB,-1.32671037933443e-001°)
1.48251808514562e+004	(-1.24680682013000e+000dB,-1.33605440348256e-001°)
1.48593564228668e+004	(-1.24680670231903e+000dB,-1.34540551245973e-001°)
1.48936107771058e+004	(-1.24680658489113e+000dB,-1.35476375559798e-001°)
1.49279440957866e+004	(-1.24680646785698e+000dB,-1.36412918273352e-001°)
1.49623565609410e+004	(-1.24680635119688e+000dB,-1.37350184352294e-001°)
1.49968483550204e+004	(-1.24680623493044e+000dB,-1.38288178751389e-001°)
1.50314196608969e+004	(-1.24680611903892e+000dB,-1.39226906447814e-001°)
1.50660706618641e+004	(-1.24680600352641e+000dB,-1.40166372423765e-001°)
1.51008015416381e+004	(-1.24680588838833e+000dB,-1.41106581671954e-001°)
1.51356124843587e+004	(-1.24680577362486e+000dB,-1.42047539156295e-001°)
1.51705036745900e+004	(-1.24680565922815e+000dB,-1.42989249879578e-001°)
1.52054752973216e+004	(-1.24680554519478e+000dB,-1.43931718844146e-001°)
1.52405275379695e+004	(-1.24680543153589e+000dB,-1.44874951013658e-001°)
1.52756605823773e+004	(-1.24680531823338e+000dB,-1.45818951425552e-001°)
1.53108746168169e+004	(-1.24680520529636e+000dB,-1.46763725074974e-001°)
1.53461698279895e+004	(-1.24680509271974e+000dB,-1.47709276972782e-001°)
1.53815464030269e+004	(-1.24680498049273e+000dB,-1.48655612119327e-001°)
1.54170045294921e+004	(-1.24680486861907e+000dB,-1.49602735553835e-001°)
1.54525443953807e+004	(-1.24680475709545e+000dB,-1.50550652276556e-001°)
1.54881661891214e+004	(-1.24680464592910e+000dB,-1.51499367325293e-001°)
1.55238700995774e+004	(-1.24680453510327e+000dB,-1.52448885735695e-001°)
1.55596563160473e+004	(-1.24680442461684e+000dB,-1.53399212533427e-001°)
1.55955250282660e+004	(-1.24680431447821e+000dB,-1.54350352759949e-001°)
1.56314764264060e+004	(-1.24680420468360e+000dB,-1.55302311466093e-001°)
1.56675107010780e+004	(-1.24680409521249e+000dB,-1.56255093681333e-001°)
1.57036280433320e+004	(-1.24680398609185e+000dB,-1.57208704485037e-001°)
1.57398286446587e+004	(-1.24680387728721e+000dB,-1.58163148914884e-001°)
1.57761126969900e+004	(-1.24680376882441e+000dB,-1.59118432047321e-001°)
1.58124803927003e+004	(-1.24680366068308e+000dB,-1.60074558922239e-001°)
1.58489319246076e+004	(-1.24680355287042e+000dB,-1.61031534629461e-001°)
1.58854674859742e+004	(-1.24680344537137e+000dB,-1.61989364236321e-001°)
1.59220872705081e+004	(-1.24680333820676e+000dB,-1.62948052835558e-001°)
1.59587914723638e+004	(-1.24680323136565e+000dB,-1.63907605493614e-001°)
1.59955802861431e+004	(-1.24680312482388e+000dB,-1.64868027300430e-001°)
1.60324539068968e+004	(-1.24680301860737e+000dB,-1.65829323368161e-001°)
1.60694125301252e+004	(-1.24680291269556e+000dB,-1.66791498765324e-001°)
1.61064563517791e+004	(-1.24680280709797e+000dB,-1.67754558610371e-001°)
1.61435855682612e+004	(-1.24680270179786e+000dB,-1.68718508006636e-001°)
1.61808003764270e+004	(-1.24680259681440e+000dB,-1.69683352074262e-001°)
1.62181009735857e+004	(-1.24680249212498e+000dB,-1.70649095919962e-001°)
1.62554875575012e+004	(-1.24680238775303e+000dB,-1.71615744663867e-001°)
1.62929603263936e+004	(-1.24680228367075e+000dB,-1.72583303443973e-001°)
1.63305194789397e+004	(-1.24680217987751e+000dB,-1.73551777371352e-001°)
1.63681652142744e+004	(-1.24680207638974e+000dB,-1.74521171604122e-001°)
1.64058977319917e+004	(-1.24680197318433e+000dB,-1.75491491272725e-001°)
1.64437172321456e+004	(-1.24680187026552e+000dB,-1.76462741508999e-001°)
1.64816239152514e+004	(-1.24680176763899e+000dB,-1.77434927478888e-001°)
1.65196179822864e+004	(-1.24680166530330e+000dB,-1.78408054339411e-001°)
1.65576996346916e+004	(-1.24680156324581e+000dB,-1.79382127242839e-001°)
1.65958690743719e+004	(-1.24680146147241e+000dB,-1.80357151367595e-001°)
1.66341265036980e+004	(-1.24680135996376e+000dB,-1.81333131855920e-001°)
1.66724721255069e+004	(-1.24680125875403e+000dB,-1.82310073922884e-001°)
1.67109061431033e+004	(-1.24680115780371e+000dB,-1.83287982709026e-001°)
1.67494287602606e+004	(-1.24680105713381e+000dB,-1.84266863424834e-001°)
1.67880401812218e+004	(-1.24680095672274e+000dB,-1.85246721257769e-001°)
1.68267406107009e+004	(-1.24680085659310e+000dB,-1.86227561410586e-001°)
1.68655302538836e+004	(-1.24680075672803e+000dB,-1.87209389065189e-001°)
1.69044093164288e+004	(-1.24680065711956e+000dB,-1.88192209432846e-001°)
1.69433780044695e+004	(-1.24680055777853e+000dB,-1.89176027739947e-001°)
1.69824365246136e+004	(-1.24680045868597e+000dB,-1.90160849186512e-001°)
1.70215850839457e+004	(-1.24680035986061e+000dB,-1.91146679007150e-001°)
1.70608238900274e+004	(-1.24680026128429e+000dB,-1.92133522415855e-001°)
1.71001531508990e+004	(-1.24680016297788e+000dB,-1.93121384675418e-001°)
1.71395730750804e+004	(-1.24680006490717e+000dB,-1.94110271000529e-001°)
1.71790838715720e+004	(-1.24679996709426e+000dB,-1.95100186618602e-001°)
1.72186857498562e+004	(-1.24679986951761e+000dB,-1.96091136811880e-001°)
1.72583789198981e+004	(-1.24679977219639e+000dB,-1.97083126826912e-001°)
1.72981635921471e+004	(-1.24679967511683e+000dB,-1.98076161919968e-001°)
1.73380399775375e+004	(-1.24679957827662e+000dB,-1.99070247350894e-001°)
1.73780082874898e+004	(-1.24679948168097e+000dB,-2.00065388403297e-001°)
1.74180687339122e+004	(-1.24679938531339e+000dB,-2.01061590345836e-001°)
1.74582215292011e+004	(-1.24679928918100e+000dB,-2.02058858455345e-001°)
1.74984668862426e+004	(-1.24679919328699e+000dB,-2.03057198049289e-001°)
1.75388050184136e+004	(-1.24679909761252e+000dB,-2.04056614374098e-001°)
1.75792361395829e+004	(-1.24679900218020e+000dB,-2.05057112775039e-001°)
1.76197604641123e+004	(-1.24679890696323e+000dB,-2.06058698537455e-001°)
1.76603782068576e+004	(-1.24679881197528e+000dB,-2.07061376975523e-001°)
1.77010895831702e+004	(-1.24679871720917e+000dB,-2.08065153402585e-001°)
1.77418948088976e+004	(-1.24679862267070e+000dB,-2.09070033150841e-001°)
1.77827941003852e+004	(-1.24679852834540e+000dB,-2.10076021552218e-001°)
1.78237876744769e+004	(-1.24679843424084e+000dB,-2.11083123911847e-001°)
1.78648757485165e+004	(-1.24679834034106e+000dB,-2.12091345603058e-001°)
1.79060585403489e+004	(-1.24679824666887e+000dB,-2.13100691957416e-001°)
1.79473362683212e+004	(-1.24679815319458e+000dB,-2.14111168350695e-001°)
1.79887091512838e+004	(-1.24679805994419e+000dB,-2.15122780088323e-001°)
1.80301774085916e+004	(-1.24679796688020e+000dB,-2.16135532592364e-001°)
1.80717412601052e+004	(-1.24679787403498e+000dB,-2.17149431198199e-001°)
1.81134009261919e+004	(-1.24679778139013e+000dB,-2.18164481301039e-001°)
1.81551566277272e+004	(-1.24679768894218e+000dB,-2.19180688279726e-001°)
1.81970085860957e+004	(-1.24679759668962e+000dB,-2.20198057514459e-001°)
1.82389570231922e+004	(-1.24679750463893e+000dB,-2.21216594402406e-001°)
1.82810021614233e+004	(-1.24679741278691e+000dB,-2.22236304352150e-001°)
1.83231442237079e+004	(-1.24679732112820e+000dB,-2.23257192777776e-001°)
1.83653834334793e+004	(-1.24679722965825e+000dB,-2.24279265067042e-001°)
1.84077200146854e+004	(-1.24679713837137e+000dB,-2.25302526662725e-001°)
1.84501541917905e+004	(-1.24679704727933e+000dB,-2.26326982980224e-001°)
1.84926861897766e+004	(-1.24679695636424e+000dB,-2.27352639479674e-001°)
1.85353162341439e+004	(-1.24679686564333e+000dB,-2.28379501565281e-001°)
1.85780445509127e+004	(-1.24679677509865e+000dB,-2.29407574690745e-001°)
1.86208713666244e+004	(-1.24679668473091e+000dB,-2.30436864310951e-001°)
1.86637969083424e+004	(-1.24679659454762e+000dB,-2.31467375891323e-001°)
1.87068214036537e+004	(-1.24679650453549e+000dB,-2.32499114902011e-001°)
1.87499450806699e+004	(-1.24679641470206e+000dB,-2.33532086802563e-001°)
1.87931681680284e+004	(-1.24679632503814e+000dB,-2.34566297059759e-001°)
1.88364908948937e+004	(-1.24679623553666e+000dB,-2.35601751176643e-001°)
1.88799134909586e+004	(-1.24679614621027e+000dB,-2.36638454629975e-001°)
1.89234361864454e+004	(-1.24679605704733e+000dB,-2.37676412936541e-001°)
1.89670592121071e+004	(-1.24679596805672e+000dB,-2.38715631593104e-001°)
1.90107827992287e+004	(-1.24679587922049e+000dB,-2.39756116108692e-001°)
1.90546071796281e+004	(-1.24679579054360e+000dB,-2.40797872008069e-001°)
1.90985325856580e+004	(-1.24679570202652e+000dB,-2.41840904787456e-001°)
1.91425592502065e+004	(-1.24679561366884e+000dB,-2.42885220020265e-001°)
1.91866874066985e+004	(-1.24679552546836e+000dB,-2.43930823230725e-001°)
1.92309172890972e+004	(-1.24679543742019e+000dB,-2.44977719949836e-001°)
1.92752491319050e+004	(-1.24679534952245e+000dB,-2.46025915725008e-001°)
1.93196831701648e+004	(-1.24679526176715e+000dB,-2.47075416129538e-001°)
1.93642196394616e+004	(-1.24679517417237e+000dB,-2.48126226755034e-001°)
1.94088587759233e+004	(-1.24679508670289e+000dB,-2.49178353109771e-001°)
1.94536008162222e+004	(-1.24679499940228e+000dB,-2.50231800845813e-001°)
1.94984459975760e+004	(-1.24679491222008e+000dB,-2.51286575488501e-001°)
1.95433945577495e+004	(-1.24679482519575e+000dB,-2.52342682676576e-001°)
1.95884467350554e+004	(-1.24679473830538e+000dB,-2.53400127988869e-001°)
1.96336027683560e+004	(-1.24679465154669e+000dB,-2.54458917035357e-001°)
1.96788628970639e+004	(-1.24679456491978e+000dB,-2.55519055413793e-001°)
1.97242273611440e+004	(-1.24679447843128e+000dB,-2.56580548795392e-001°)
1.97696964011141e+004	(-1.24679439207865e+000dB,-2.57643402751144e-001°)
1.98152702580464e+004	(-1.24679430585606e+000dB,-2.58707622976925e-001°)
1.98609491735692e+004	(-1.24679421974602e+000dB,-2.59773215067942e-001°)
1.99067333898673e+004	(-1.24679413376837e+000dB,-2.60840184697684e-001°)
1.99526231496842e+004	(-1.24679404791137e+000dB,-2.61908537528426e-001°)
1.99986186963229e+004	(-1.24679396218526e+000dB,-2.62978279211413e-001°)
2.00447202736470e+004	(-1.24679387657820e+000dB,-2.64049415417615e-001°)
2.00909281260827e+004	(-1.24679379108122e+000dB,-2.65121951849012e-001°)
2.01372424986193e+004	(-1.24679370570289e+000dB,-2.66195894187501e-001°)
2.01836636368110e+004	(-1.24679362045010e+000dB,-2.67271248115831e-001°)
2.02301917867781e+004	(-1.24679353529747e+000dB,-2.68348019331723e-001°)
2.02768271952082e+004	(-1.24679345025654e+000dB,-2.69426213592707e-001°)
2.03235701093576e+004	(-1.24679336532166e+000dB,-2.70505836551537e-001°)
2.03704207770525e+004	(-1.24679328049425e+000dB,-2.71586893949154e-001°)
2.04173794466906e+004	(-1.24679319579017e+000dB,-2.72669391590589e-001°)
2.04644463672420e+004	(-1.24679311117555e+000dB,-2.73753335148765e-001°)
2.05116217882509e+004	(-1.24679302665541e+000dB,-2.74838730342273e-001°)
2.05589059598367e+004	(-1.24679294225759e+000dB,-2.75925582998932e-001°)
2.06062991326953e+004	(-1.24679285794839e+000dB,-2.77013898865559e-001°)
2.06538015581005e+004	(-1.24679277373203e+000dB,-2.78103683679032e-001°)
2.07014134879057e+004	(-1.24679268960865e+000dB,-2.79194943273641e-001°)
2.07491351745443e+004	(-1.24679260557861e+000dB,-2.80287683372468e-001°)
2.07969668710322e+004	(-1.24679252164123e+000dB,-2.81381909827142e-001°)
2.08449088309681e+004	(-1.24679243780448e+000dB,-2.82477628408729e-001°)
2.08929613085356e+004	(-1.24679235403988e+000dB,-2.83574844945833e-001°)
2.09411245585041e+004	(-1.24679227036556e+000dB,-2.84673565245666e-001°)
2.09893988362304e+004	(-1.24679218677877e+000dB,-2.85773795136050e-001°)
2.10377843976599e+004	(-1.24679210326597e+000dB,-2.86875540469826e-001°)
2.10862814993280e+004	(-1.24679201984629e+000dB,-2.87978807073660e-001°)
2.11348903983616e+004	(-1.24679193650239e+000dB,-2.89083600787914e-001°)
2.11836113524801e+004	(-1.24679185323386e+000dB,-2.90189927504008e-001°)
2.12324446199973e+004	(-1.24679177003587e+000dB,-2.91297793056756e-001°)
2.12813904598222e+004	(-1.24679168692019e+000dB,-2.92407203346765e-001°)
2.13304491314608e+004	(-1.24679160386761e+000dB,-2.93518164247655e-001°)
2.13796208950174e+004	(-1.24679152088237e+000dB,-2.94630681659983e-001°)
2.14289060111956e+004	(-1.24679143797524e+000dB,-2.95744761459949e-001°)
2.14783047413004e+004	(-1.24679135513474e+000dB,-2.96860409573003e-001°)
2.15278173472388e+004	(-1.24679127235846e+000dB,-2.97977631929078e-001°)
2.15774440915217e+004	(-1.24679118963789e+000dB,-2.99096434430535e-001°)
2.16271852372652e+004	(-1.24679110697936e+000dB,-3.00216823028540e-001°)
2.16770410481919e+004	(-1.24679102438904e+000dB,-3.01338803663418e-001°)
2.17270117886324e+004	(-1.24679094185314e+000dB,-3.02462382267862e-001°)
2.17770977235266e+004	(-1.24679085936523e+000dB,-3.03587564821818e-001°)
2.18272991184250e+004	(-1.24679077694372e+000dB,-3.04714357289834e-001°)
2.18776162394905e+004	(-1.24679069456769e+000dB,-3.05842765635869e-001°)
2.19280493534994e+004	(-1.24679061224325e+000dB,-3.06972795850866e-001°)
2.19785987278432e+004	(-1.24679052997655e+000dB,-3.08104453928459e-001°)
2.20292646305295e+004	(-1.24679044774432e+000dB,-3.09237745878245e-001°)
2.20800473301839e+004	(-1.24679036556242e+000dB,-3.10372677702550e-001°)
2.21309470960513e+004	(-1.24679028342327e+000dB,-3.11509255436062e-001°)
2.21819641979971e+004	(-1.24679020133574e+000dB,-3.12647485068115e-001°)
2.22330989065089e+004	(-1.24679011927577e+000dB,-3.13787372685841e-001°)
2.22843514926979e+004	(-1.24679003725750e+000dB,-3.14928924284937e-001°)
2.23357222283001e+004	(-1.24678995527743e+000dB,-3.16072145980955e-001°)
2.23872113856782e+004	(-1.24678987333388e+000dB,-3.17217043808099e-001°)
2.24388192378225e+004	(-1.24678979142800e+000dB,-3.18363623790018e-001°)
2.24905460583526e+004	(-1.24678970954686e+000dB,-3.19511892072832e-001°)
2.25423921215191e+004	(-1.24678962769394e+000dB,-3.20661854741072e-001°)
2.25943577022045e+004	(-1.24678954587771e+000dB,-3.21813517857194e-001°)
2.26464430759253e+004	(-1.24678946408402e+000dB,-3.22966887558728e-001°)
2.26986485188330e+004	(-1.24678938231318e+000dB,-3.24121969964024e-001°)
2.27509743077154e+004	(-1.24678930056202e+000dB,-3.25278771192897e-001°)
2.28034207199989e+004	(-1.24678921883768e+000dB,-3.26437297371065e-001°)
2.28559880337490e+004	(-1.24678913714359e+000dB,-3.27597554668288e-001°)
2.29086765276724e+004	(-1.24678905545498e+000dB,-3.28759549200178e-001°)
2.29614864811183e+004	(-1.24678897377744e+000dB,-3.29923287155596e-001°)
2.30144181740797e+004	(-1.24678889212609e+000dB,-3.31088774702484e-001°)
2.30674718871953e+004	(-1.24678881048024e+000dB,-3.32256018022234e-001°)
2.31206479017506e+004	(-1.24678872884222e+000dB,-3.33425023322540e-001°)
2.31739464996794e+004	(-1.24678864722596e+000dB,-3.34595796792873e-001°)
2.32273679635657e+004	(-1.24678856561244e+000dB,-3.35768344621964e-001°)
2.32809125766447e+004	(-1.24678848399708e+000dB,-3.36942673051329e-001°)
2.33345806228046e+004	(-1.24678840239243e+000dB,-3.38118788317259e-001°)
2.33883723865881e+004	(-1.24678832079037e+000dB,-3.39296696636861e-001°)
2.34422881531938e+004	(-1.24678823918928e+000dB,-3.40476404259229e-001°)
2.34963282084776e+004	(-1.24678815757993e+000dB,-3.41657917461440e-001°)
2.35504928389546e+004	(-1.24678807597958e+000dB,-3.42841242507713e-001°)
2.36047823318003e+004	(-1.24678799436648e+000dB,-3.44026385645793e-001°)
2.36591969748521e+004	(-1.24678791274504e+000dB,-3.45213353180829e-001°)
2.37137370566110e+004	(-1.24678783111984e+000dB,-3.46402151435228e-001°)
2.37684028662432e+004	(-1.24678774948837e+000dB,-3.47592786659467e-001°)
2.38231946935813e+004	(-1.24678766784754e+000dB,-3.48785265220152e-001°)
2.38781128291262e+004	(-1.24678758618268e+000dB,-3.49979593395796e-001°)
2.39331575640483e+004	(-1.24678750450740e+000dB,-3.51175777551561e-001°)
2.39883291901893e+004	(-1.24678742281800e+000dB,-3.52373824061293e-001°)
2.40436280000637e+004	(-1.24678734111437e+000dB,-3.53573739205396e-001°)
2.40990542868603e+004	(-1.24678725937610e+000dB,-3.54775529411010e-001°)
2.41546083444438e+004	(-1.24678717762696e+000dB,-3.55979201017732e-001°)
2.42102904673561e+004	(-1.24678709585581e+000dB,-3.57184760435215e-001°)
2.42661009508185e+004	(-1.24678701405425e+000dB,-3.58392214062887e-001°)
2.43220400907325e+004	(-1.24678693223269e+000dB,-3.59601568243089e-001°)
2.43781081836818e+004	(-1.24678685037254e+000dB,-3.60812829459735e-001°)
2.44343055269340e+004	(-1.24678676849218e+000dB,-3.62026004148970e-001°)
2.44906324184417e+004	(-1.24678668657138e+000dB,-3.63241098688293e-001°)
2.45470891568446e+004	(-1.24678660461890e+000dB,-3.64458119514785e-001°)
2.46036760414705e+004	(-1.24678652263326e+000dB,-3.65677073119396e-001°)
2.46603933723376e+004	(-1.24678644060265e+000dB,-3.66897966005288e-001°)
2.47172414501555e+004	(-1.24678635854322e+000dB,-3.68120804593919e-001°)
2.47742205763270e+004	(-1.24678627643944e+000dB,-3.69345595378710e-001°)
2.48313310529499e+004	(-1.24678619429836e+000dB,-3.70572344867378e-001°)
2.48885731828181e+004	(-1.24678611210088e+000dB,-3.71801059557239e-001°)
2.49459472694237e+004	(-1.24678602986283e+000dB,-3.73031745966612e-001°)
2.50034536169585e+004	(-1.24678594757822e+000dB,-3.74264410648561e-001°)
2.50610925303153e+004	(-1.24678586524816e+000dB,-3.75499060120262e-001°)
2.51188643150899e+004	(-1.24678578285975e+000dB,-3.76735700936550e-001°)
2.51767692775826e+004	(-1.24678570042192e+000dB,-3.77974339626097e-001°)
2.52348077247998e+004	(-1.24678561793053e+000dB,-3.79214982797076e-001°)
2.52929799644555e+004	(-1.24678553537720e+000dB,-3.80457637044773e-001°)
2.53512863049731e+004	(-1.24678545277103e+000dB,-3.81702308921517e-001°)
2.54097270554871e+004	(-1.24678537010758e+000dB,-3.82949005045271e-001°)
2.54683025258444e+004	(-1.24678528737903e+000dB,-3.84197732021797e-001°)
2.55270130266065e+004	(-1.24678520458497e+000dB,-3.85448496492177e-001°)
2.55858588690504e+004	(-1.24678512173146e+000dB,-3.86701305090780e-001°)
2.56448403651711e+004	(-1.24678503880740e+000dB,-3.87956164459357e-001°)
2.57039578276826e+004	(-1.24678495581787e+000dB,-3.89213081210605e-001°)
2.57632115700197e+004	(-1.24678487274594e+000dB,-3.90472062088493e-001°)
2.58226019063399e+004	(-1.24678478961844e+000dB,-3.91733113709829e-001°)
2.58821291515248e+004	(-1.24678470640723e+000dB,-3.92996242805639e-001°)
2.59417936211820e+004	(-1.24678462312392e+000dB,-3.94261456075646e-001°)
2.60015956316466e+004	(-1.24678453974837e+000dB,-3.95528760179245e-001°)
2.60615354999828e+004	(-1.24678445631686e+000dB,-3.96798161905712e-001°)
2.61216135439859e+004	(-1.24678437280028e+000dB,-3.98069667943915e-001°)
2.61818300821837e+004	(-1.24678428918914e+000dB,-3.99343285039376e-001°)
2.62421854338382e+004	(-1.24678420550028e+000dB,-4.00619019996802e-001°)
2.63026799189476e+004	(-1.24678412172108e+000dB,-4.01896879538316e-001°)
2.63633138582476e+004	(-1.24678403786319e+000dB,-4.03176870445722e-001°)
2.64240875732132e+004	(-1.24678395391513e+000dB,-4.04458999534050e-001°)
2.64850013860608e+004	(-1.24678386987015e+000dB,-4.05743273567000e-001°)
