Freq.	V(n007)
1.06414301822409e+004	(-1.25555587911104e+000dB,2.07929344131226e-003°)
1.06659612123003e+004	(-1.25555579164967e+000dB,1.21094755807303e-003°)
1.06905487922243e+004	(-1.25555570558844e+000dB,3.42608065221364e-004°)
1.07151930523738e+004	(-1.25555562093679e+000dB,-5.25729637986551e-004°)
1.07398941234101e+004	(-1.25555553768763e+000dB,-1.39407015082833e-003°)
1.07646521362960e+004	(-1.25555545584479e+000dB,-2.26241807719014e-003°)
1.07894672222960e+004	(-1.25555537539101e+000dB,-3.13077803260023e-003°)
1.08143395129770e+004	(-1.25555529633233e+000dB,-3.99915461162460e-003°)
1.08392691402097e+004	(-1.25555521867906e+000dB,-4.86755240558685e-003°)
1.08642562361683e+004	(-1.25555514242584e+000dB,-5.73597605267796e-003°)
1.08893009333320e+004	(-1.25555506754406e+000dB,-6.60443011192264e-003°)
1.09144033644852e+004	(-1.25555499406816e+000dB,-7.47291922857621e-003°)
1.09395636627186e+004	(-1.25555492197836e+000dB,-8.34144798179166e-003°)
1.09647819614295e+004	(-1.25555485127430e+000dB,-9.21002098582816e-003°)
1.09900583943228e+004	(-1.25555478195871e+000dB,-1.00786428507118e-002°)
1.10153930954118e+004	(-1.25555471402651e+000dB,-1.09473181730876e-002°)
1.10407861990183e+004	(-1.25555464747635e+000dB,-1.18160515599946e-002°)
1.10662378397743e+004	(-1.25555458231547e+000dB,-1.26848476157754e-002°)
1.10917481526216e+004	(-1.25555451853261e+000dB,-1.35537109569935e-002°)
1.11173172728135e+004	(-1.25555445611319e+000dB,-1.44226461739746e-002°)
1.11429453359149e+004	(-1.25555439508850e+000dB,-1.52916578840304e-002°)
1.11686324778032e+004	(-1.25555433544011e+000dB,-1.61607506886268e-002°)
1.11943788346691e+004	(-1.25555427716413e+000dB,-1.70299292090852e-002°)
1.12201845430172e+004	(-1.25555422025741e+000dB,-1.78991980273029e-002°)
1.12460497396668e+004	(-1.25555416472220e+000dB,-1.87685617852806e-002°)
1.12719745617527e+004	(-1.25555411056661e+000dB,-1.96380250657272e-002°)
1.12979591467255e+004	(-1.25555405777799e+000dB,-2.05075924844179e-002°)
1.13240036323531e+004	(-1.25555400636589e+000dB,-2.13772686648114e-002°)
1.13501081567207e+004	(-1.25555395630727e+000dB,-2.22470582045083e-002°)
1.13762728582318e+004	(-1.25555390762235e+000dB,-2.31169657137197e-002°)
1.14024978756092e+004	(-1.25555386030461e+000dB,-2.39869957995482e-002°)
1.14287833478952e+004	(-1.25555381435174e+000dB,-2.48571531001879e-002°)
1.14551294144529e+004	(-1.25555376976119e+000dB,-2.57274422151402e-002°)
1.14815362149663e+004	(-1.25555372653575e+000dB,-2.65978677336360e-002°)
1.15080038894419e+004	(-1.25555368467311e+000dB,-2.74684343094152e-002°)
1.15345325782084e+004	(-1.25555364417208e+000dB,-2.83391465440150e-002°)
1.15611224219185e+004	(-1.25555360503009e+000dB,-2.92100090403937e-002°)
1.15877735615487e+004	(-1.25555356724667e+000dB,-3.00810264267273e-002°)
1.16144861384009e+004	(-1.25555353083067e+000dB,-3.09522033292948e-002°)
1.16412602941024e+004	(-1.25555349575396e+000dB,-3.18235443466570e-002°)
1.16680961706071e+004	(-1.25555346205989e+000dB,-3.26950541264485e-002°)
1.16949939101962e+004	(-1.25555342970584e+000dB,-3.35667372561142e-002°)
1.17219536554788e+004	(-1.25555339870853e+000dB,-3.44385983893577e-002°)
1.17489755493927e+004	(-1.25555336907466e+000dB,-3.53106421244428e-002°)
1.17760597352055e+004	(-1.25555334079047e+000dB,-3.61828730930583e-002°)
1.18032063565147e+004	(-1.25555331386264e+000dB,-3.70552959275958e-002°)
1.18304155572491e+004	(-1.25555328828667e+000dB,-3.79279152257916e-002°)
1.18576874816690e+004	(-1.25555326406246e+000dB,-3.88007356528112e-002°)
1.18850222743676e+004	(-1.25555324119295e+000dB,-3.96737618073304e-002°)
1.19124200802712e+004	(-1.25555321967487e+000dB,-4.05469983318163e-002°)
1.19398810446401e+004	(-1.25555319950487e+000dB,-4.14204498512249e-002°)
1.19674053130698e+004	(-1.25555318068480e+000dB,-4.22941210011915e-002°)
1.19949930314912e+004	(-1.25555316322565e+000dB,-4.31680164024877e-002°)
1.20226443461715e+004	(-1.25555314710466e+000dB,-4.40421407057736e-002°)
1.20503594037154e+004	(-1.25555313234774e+000dB,-4.49164985132337e-002°)
1.20781383510652e+004	(-1.25555311892309e+000dB,-4.57910945010762e-002°)
1.21059813355022e+004	(-1.25555310685894e+000dB,-4.66659332860215e-002°)
1.21338885046471e+004	(-1.25555309614592e+000dB,-4.75410195069127e-002°)
1.21618600064610e+004	(-1.25555308677497e+000dB,-4.84163577990335e-002°)
1.21898959892460e+004	(-1.25555307875075e+000dB,-4.92919528184594e-002°)
1.22179966016461e+004	(-1.25555307209218e+000dB,-5.01678091932696e-002°)
1.22461619926478e+004	(-1.25555306676821e+000dB,-5.10439315631987e-002°)
1.22743923115814e+004	(-1.25555306279267e+000dB,-5.19203245900988e-002°)
1.23026877081211e+004	(-1.25555306017359e+000dB,-5.27969929092536e-002°)
1.23310483322864e+004	(-1.25555305889160e+000dB,-5.36739411670389e-002°)
1.23594743344424e+004	(-1.25555305895682e+000dB,-5.45511740133322e-002°)
1.23879658653010e+004	(-1.25555306038080e+000dB,-5.54286961091656e-002°)
1.24165230759214e+004	(-1.25555306315104e+000dB,-5.63065120989745e-002°)
1.24451461177111e+004	(-1.25555306725864e+000dB,-5.71846266385505e-002°)
1.24738351424267e+004	(-1.25555307272909e+000dB,-5.80630443820456e-002°)
1.25025903021745e+004	(-1.25555307954366e+000dB,-5.89417699970680e-002°)
1.25314117494114e+004	(-1.25555308769991e+000dB,-5.98208081167222e-002°)
1.25602996369460e+004	(-1.25555309720982e+000dB,-6.07001634306794e-002°)
1.25892541179389e+004	(-1.25555310806803e+000dB,-6.15798405858908e-002°)
1.26182753459039e+004	(-1.25555312027684e+000dB,-6.24598442347436e-002°)
1.26473634747087e+004	(-1.25555313384003e+000dB,-6.33401790687479e-002°)
1.26765186585757e+004	(-1.25555314873933e+000dB,-6.42208497355317e-002°)
1.27057410520826e+004	(-1.25555316499933e+000dB,-6.51018609185377e-002°)
1.27350308101638e+004	(-1.25555318260258e+000dB,-6.59832172800903e-002°)
1.27643880881106e+004	(-1.25555320155766e+000dB,-6.68649235001414e-002°)
1.27938130415724e+004	(-1.25555322186808e+000dB,-6.77469842327254e-002°)
1.28233058265574e+004	(-1.25555324353582e+000dB,-6.86294041918751e-002°)
1.28528665994333e+004	(-1.25555326654645e+000dB,-6.95121880210196e-002°)
1.28824955169285e+004	(-1.25555329091762e+000dB,-7.03953404174112e-002°)
1.29121927361325e+004	(-1.25555331662355e+000dB,-7.12788660504467e-002°)
1.29419584144970e+004	(-1.25555334371180e+000dB,-7.21627696193557e-002°)
1.29717927098367e+004	(-1.25555337213904e+000dB,-7.30470558035273e-002°)
1.30016957803300e+004	(-1.25555340191811e+000dB,-7.39317292799416e-002°)
1.30316677845201e+004	(-1.25555343305104e+000dB,-7.48167947689047e-002°)
1.30617088813155e+004	(-1.25555346554840e+000dB,-7.57022569338816e-002°)
1.30918192299912e+004	(-1.25555349939176e+000dB,-7.65881204907134e-002°)
1.31219989901891e+004	(-1.25555353460298e+000dB,-7.74743901208968e-002°)
1.31522483219195e+004	(-1.25555357116136e+000dB,-7.83610705197349e-002°)
1.31825673855612e+004	(-1.25555360908713e+000dB,-7.92481664047101e-002°)
1.32129563418628e+004	(-1.25555364837748e+000dB,-8.01356824698171e-002°)
1.32434153519437e+004	(-1.25555368901610e+000dB,-8.10236234240450e-002°)
1.32739445772945e+004	(-1.25555373102683e+000dB,-8.19119939769169e-002°)
1.33045441797780e+004	(-1.25555377439688e+000dB,-8.28007988185348e-002°)
1.33352143216303e+004	(-1.25555381912641e+000dB,-8.36900426886966e-002°)
1.33659551654615e+004	(-1.25555386522626e+000dB,-8.45797302920570e-002°)
1.33967668742564e+004	(-1.25555391268141e+000dB,-8.54698663305358e-002°)
1.34276496113757e+004	(-1.25555396151752e+000dB,-8.63604555566928e-002°)
1.34586035405565e+004	(-1.25555401170922e+000dB,-8.72515026571386e-002°)
1.34896288259136e+004	(-1.25555406327235e+000dB,-8.81430123762149e-002°)
1.35207256319398e+004	(-1.25555411621473e+000dB,-8.90349894322791e-002°)
1.35518941235074e+004	(-1.25555417051627e+000dB,-8.99274385682397e-002°)
1.35831344658685e+004	(-1.25555422618963e+000dB,-9.08203644987110e-002°)
1.36144468246565e+004	(-1.25555428323439e+000dB,-9.17137719596593e-002°)
1.36458313658862e+004	(-1.25555434165958e+000dB,-9.26076656945314e-002°)
1.36772882559555e+004	(-1.25555440145674e+000dB,-9.35020504391319e-002°)
1.37088176616455e+004	(-1.25555446262949e+000dB,-9.43969309437840e-002°)
1.37404197501221e+004	(-1.25555452518503e+000dB,-9.52923119368702e-002°)
1.37720946889364e+004	(-1.25555458911916e+000dB,-9.61881981756116e-002°)
1.38038426460258e+004	(-1.25555465443432e+000dB,-9.70845944097891e-002°)
1.38356637897148e+004	(-1.25555472112595e+000dB,-9.79815053915469e-002°)
1.38675582887158e+004	(-1.25555478919778e+000dB,-9.88789358802538e-002°)
1.38995263121305e+004	(-1.25555485866494e+000dB,-9.97768906356385e-002°)
1.39315680294500e+004	(-1.25555492951445e+000dB,-1.00675374393408e-001°)
1.39636836105563e+004	(-1.25555500175598e+000dB,-1.01574391949028e-001°)
1.39958732257231e+004	(-1.25555507537990e+000dB,-1.02473948048675e-001°)
1.40281370456165e+004	(-1.25555515038895e+000dB,-1.03374047473769e-001°)
1.40604752412960e+004	(-1.25555522681047e+000dB,-1.04274694990185e-001°)
1.40928879842156e+004	(-1.25555530460733e+000dB,-1.05175895377943e-001°)
1.41253754462244e+004	(-1.25555538380779e+000dB,-1.06077653398104e-001°)
1.41579377995677e+004	(-1.25555546440807e+000dB,-1.06979973856874e-001°)
1.41905752168878e+004	(-1.25555554640970e+000dB,-1.07882861524166e-001°)
1.42232878712250e+004	(-1.25555562980271e+000dB,-1.08786321178532e-001°)
1.42560759360187e+004	(-1.25555571460137e+000dB,-1.09690357638633e-001°)
1.42889395851079e+004	(-1.25555580080195e+000dB,-1.10594975666379e-001°)
1.43218789927323e+004	(-1.25555588841787e+000dB,-1.11500180075513e-001°)
1.43548943335334e+004	(-1.25555597744258e+000dB,-1.12405975665034e-001°)
1.43879857825553e+004	(-1.25555606786061e+000dB,-1.13312367221952e-001°)
1.44211535152455e+004	(-1.25555615970347e+000dB,-1.14219359573391e-001°)
1.44543977074561e+004	(-1.25555625296039e+000dB,-1.15126957510245e-001°)
1.44877185354444e+004	(-1.25555634763555e+000dB,-1.16035165868645e-001°)
1.45211161758742e+004	(-1.25555644372512e+000dB,-1.16943989423427e-001°)
1.45545908058164e+004	(-1.25555654123346e+000dB,-1.17853433020407e-001°)
1.45881426027502e+004	(-1.25555664015531e+000dB,-1.18763501486409e-001°)
1.46217717445639e+004	(-1.25555674051544e+000dB,-1.19674199641159e-001°)
1.46554784095559e+004	(-1.25555684230025e+000dB,-1.20585532298221e-001°)
1.46892627764354e+004	(-1.25555694550053e+000dB,-1.21497504305057e-001°)
1.47231250243239e+004	(-1.25555705013917e+000dB,-1.22410120495938e-001°)
1.47570653327557e+004	(-1.25555715621938e+000dB,-1.23323385698015e-001°)
1.47910838816788e+004	(-1.25555726372620e+000dB,-1.24237304765383e-001°)
1.48251808514562e+004	(-1.25555737267026e+000dB,-1.25151882530077e-001°)
1.48593564228668e+004	(-1.25555748305044e+000dB,-1.26067123867852e-001°)
1.48936107771058e+004	(-1.25555759488424e+000dB,-1.26983033602467e-001°)
1.49279440957866e+004	(-1.25555770815465e+000dB,-1.27899616601083e-001°)
1.49623565609410e+004	(-1.25555782286708e+000dB,-1.28816877736288e-001°)
1.49968483550204e+004	(-1.25555793904826e+000dB,-1.29734821850087e-001°)
1.50314196608969e+004	(-1.25555805665949e+000dB,-1.30653453811696e-001°)
1.50660706618641e+004	(-1.25555817572991e+000dB,-1.31572778495810e-001°)
1.51008015416381e+004	(-1.25555829626277e+000dB,-1.32492800788195e-001°)
1.51356124843587e+004	(-1.25555841825935e+000dB,-1.33413525544478e-001°)
1.51705036745900e+004	(-1.25555854170687e+000dB,-1.34334957662893e-001°)
1.52054752973216e+004	(-1.25555866662087e+000dB,-1.35257102035520e-001°)
1.52405275379695e+004	(-1.25555879299655e+000dB,-1.36179963517802e-001°)
1.52756605823773e+004	(-1.25555892085779e+000dB,-1.37103547036115e-001°)
1.53108746168169e+004	(-1.25555905017628e+000dB,-1.38027857477572e-001°)
1.53461698279895e+004	(-1.25555918097814e+000dB,-1.38952899751959e-001°)
1.53815464030269e+004	(-1.25555931325765e+000dB,-1.39878678729235e-001°)
1.54170045294921e+004	(-1.25555944701144e+000dB,-1.40805199356224e-001°)
1.54525443953807e+004	(-1.25555958226256e+000dB,-1.41732466530040e-001°)
1.54881661891214e+004	(-1.25555971899345e+000dB,-1.42660485161655e-001°)
1.55238700995774e+004	(-1.25555985720682e+000dB,-1.43589260180865e-001°)
1.55596563160473e+004	(-1.25555999691351e+000dB,-1.44518796512119e-001°)
1.55955250282660e+004	(-1.25556013813117e+000dB,-1.45449099065859e-001°)
1.56314764264060e+004	(-1.25556028082040e+000dB,-1.46380172790014e-001°)
1.56675107010780e+004	(-1.25556042503409e+000dB,-1.47312022624231e-001°)
1.57036280433320e+004	(-1.25556057074324e+000dB,-1.48244653502653e-001°)
1.57398286446587e+004	(-1.25556071795901e+000dB,-1.49178070378135e-001°)
1.57761126969900e+004	(-1.25556086669401e+000dB,-1.50112278194724e-001°)
1.58124803927003e+004	(-1.25556101692765e+000dB,-1.51047281892022e-001°)
1.58489319246076e+004	(-1.25556116869136e+000dB,-1.51983086439249e-001°)
1.58854674859742e+004	(-1.25556132197632e+000dB,-1.52919696805266e-001°)
1.59220872705081e+004	(-1.25556147677555e+000dB,-1.53857117944628e-001°)
1.59587914723638e+004	(-1.25556163310051e+000dB,-1.54795354829607e-001°)
1.59955802861431e+004	(-1.25556179096379e+000dB,-1.55734412432889e-001°)
1.60324539068968e+004	(-1.25556195036149e+000dB,-1.56674295747998e-001°)
1.60694125301252e+004	(-1.25556211128802e+000dB,-1.57615009731943e-001°)
1.61064563517791e+004	(-1.25556227375489e+000dB,-1.58556559387981e-001°)
1.61435855682612e+004	(-1.25556243776808e+000dB,-1.59498949709950e-001°)
1.61808003764270e+004	(-1.25556260332867e+000dB,-1.60442185688050e-001°)
1.62181009735857e+004	(-1.25556277044026e+000dB,-1.61386272334542e-001°)
1.62554875575012e+004	(-1.25556293910340e+000dB,-1.62331214630723e-001°)
1.62929603263936e+004	(-1.25556310932978e+000dB,-1.63277017616566e-001°)
1.63305194789397e+004	(-1.25556328111384e+000dB,-1.64223686290680e-001°)
1.63681652142744e+004	(-1.25556345446951e+000dB,-1.65171225677773e-001°)
1.64058977319917e+004	(-1.25556362938237e+000dB,-1.66119640785896e-001°)
1.64437172321456e+004	(-1.25556380587399e+000dB,-1.67068936661599e-001°)
1.64816239152514e+004	(-1.25556398394037e+000dB,-1.68019118327498e-001°)
1.65196179822864e+004	(-1.25556416358471e+000dB,-1.68970190829646e-001°)
1.65576996346916e+004	(-1.25556434481088e+000dB,-1.69922159192086e-001°)
1.65958690743719e+004	(-1.25556452763415e+000dB,-1.70875028504762e-001°)
1.66341265036980e+004	(-1.25556471203629e+000dB,-1.71828803768368e-001°)
1.66724721255069e+004	(-1.25556489804575e+000dB,-1.72783490075686e-001°)
1.67109061431033e+004	(-1.25556508564375e+000dB,-1.73739092460842e-001°)
1.67494287602606e+004	(-1.25556527486040e+000dB,-1.74695616008712e-001°)
1.67880401812218e+004	(-1.25556546566124e+000dB,-1.75653065787871e-001°)
1.68267406107009e+004	(-1.25556565809443e+000dB,-1.76611446888296e-001°)
1.68655302538836e+004	(-1.25556585213169e+000dB,-1.77570764351758e-001°)
1.69044093164288e+004	(-1.25556604779175e+000dB,-1.78531023304703e-001°)
1.69433780044695e+004	(-1.25556624508303e+000dB,-1.79492228814786e-001°)
1.69824365246136e+004	(-1.25556644398924e+000dB,-1.80454385987982e-001°)
1.70215850839457e+004	(-1.25556664452855e+000dB,-1.81417499928578e-001°)
1.70608238900274e+004	(-1.25556684672082e+000dB,-1.82381575733112e-001°)
1.71001531508990e+004	(-1.25556705053828e+000dB,-1.83346618523768e-001°)
1.71395730750804e+004	(-1.25556725600276e+000dB,-1.84312633410608e-001°)
1.71790838715720e+004	(-1.25556746311110e+000dB,-1.85279625494906e-001°)
1.72186857498562e+004	(-1.25556767188837e+000dB,-1.86247599943309e-001°)
1.72583789198981e+004	(-1.25556788231051e+000dB,-1.87216561869321e-001°)
1.72981635921471e+004	(-1.25556809439884e+000dB,-1.88186516416429e-001°)
1.73380399775375e+004	(-1.25556830815433e+000dB,-1.89157468705541e-001°)
1.73780082874898e+004	(-1.25556852357887e+000dB,-1.90129423900745e-001°)
1.74180687339122e+004	(-1.25556874068330e+000dB,-1.91102387160550e-001°)
1.74582215292011e+004	(-1.25556895946827e+000dB,-1.92076363633447e-001°)
1.74984668862426e+004	(-1.25556917993715e+000dB,-1.93051358503038e-001°)
1.75388050184136e+004	(-1.25556940210054e+000dB,-1.94027376892060e-001°)
1.75792361395829e+004	(-1.25556962595797e+000dB,-1.95004424031215e-001°)
1.76197604641123e+004	(-1.25556985151950e+000dB,-1.95982505063318e-001°)
1.76603782068576e+004	(-1.25557007877816e+000dB,-1.96961625194727e-001°)
1.77010895831702e+004	(-1.25557030773423e+000dB,-1.97941789599457e-001°)
1.77418948088976e+004	(-1.25557053842412e+000dB,-1.98923003491943e-001°)
1.77827941003852e+004	(-1.25557077082856e+000dB,-1.99905272073750e-001°)
1.78237876744769e+004	(-1.25557100494196e+000dB,-2.00888600515330e-001°)
1.78648757485165e+004	(-1.25557124079974e+000dB,-2.01872994079631e-001°)
1.79060585403489e+004	(-1.25557147839379e+000dB,-2.02858457956638e-001°)
1.79473362683212e+004	(-1.25557171771665e+000dB,-2.03844997400548e-001°)
1.79887091512838e+004	(-1.25557195878856e+000dB,-2.04832617590509e-001°)
1.80301774085916e+004	(-1.25557220160707e+000dB,-2.05821323816738e-001°)
1.80717412601052e+004	(-1.25557244618036e+000dB,-2.06811121288933e-001°)
1.81134009261919e+004	(-1.25557269251754e+000dB,-2.07802015266650e-001°)
1.81551566277272e+004	(-1.25557294061307e+000dB,-2.08794011010000e-001°)
1.81970085860957e+004	(-1.25557319047381e+000dB,-2.09787113763569e-001°)
1.82389570231922e+004	(-1.25557344211205e+000dB,-2.10781328780008e-001°)
1.82810021614233e+004	(-1.25557369554769e+000dB,-2.11776661371598e-001°)
1.83231442237079e+004	(-1.25557395075302e+000dB,-2.12773116790570e-001°)
1.83653834334793e+004	(-1.25557420775230e+000dB,-2.13770700308093e-001°)
1.84077200146854e+004	(-1.25557446654982e+000dB,-2.14769417237825e-001°)
1.84501541917905e+004	(-1.25557472715442e+000dB,-2.15769272859686e-001°)
1.84926861897766e+004	(-1.25557498954922e+000dB,-2.16770272492658e-001°)
1.85353162341439e+004	(-1.25557525377851e+000dB,-2.17772421430430e-001°)
1.85780445509127e+004	(-1.25557551981660e+000dB,-2.18775724975141e-001°)
1.86208713666244e+004	(-1.25557578767478e+000dB,-2.19780188457232e-001°)
1.86637969083424e+004	(-1.25557605736995e+000dB,-2.20785817209384e-001°)
1.87068214036537e+004	(-1.25557632889671e+000dB,-2.21792616562504e-001°)
1.87499450806699e+004	(-1.25557660226727e+000dB,-2.22800591848006e-001°)
1.87931681680284e+004	(-1.25557687748832e+000dB,-2.23809748402438e-001°)
1.88364908948937e+004	(-1.25557715456350e+000dB,-2.24820091595956e-001°)
1.88799134909586e+004	(-1.25557743349680e+000dB,-2.25831626764360e-001°)
1.89234361864454e+004	(-1.25557771429065e+000dB,-2.26844359278178e-001°)
1.89670592121071e+004	(-1.25557799695710e+000dB,-2.27858294518915e-001°)
1.90107827992287e+004	(-1.25557828150415e+000dB,-2.28873437852357e-001°)
1.90546071796281e+004	(-1.25557856793510e+000dB,-2.29889794664842e-001°)
1.90985325856580e+004	(-1.25557885624974e+000dB,-2.30907370326885e-001°)
1.91425592502065e+004	(-1.25557914646432e+000dB,-2.31926170258104e-001°)
1.91866874066985e+004	(-1.25557943857821e+000dB,-2.32946199864468e-001°)
1.92309172890972e+004	(-1.25557973259504e+000dB,-2.33967464519461e-001°)
1.92752491319050e+004	(-1.25558002852881e+000dB,-2.34989969657298e-001°)
1.93196831701648e+004	(-1.25558032639278e+000dB,-2.36013720704742e-001°)
1.93642196394616e+004	(-1.25558062617139e+000dB,-2.37038723099477e-001°)
1.94088587759233e+004	(-1.25558092788793e+000dB,-2.38064982230932e-001°)
1.94536008162222e+004	(-1.25558123153786e+000dB,-2.39092503597927e-001°)
1.94984459975760e+004	(-1.25558153714450e+000dB,-2.40121292612673e-001°)
1.95433945577495e+004	(-1.25558184469270e+000dB,-2.41151354735513e-001°)
1.95884467350554e+004	(-1.25558215420305e+000dB,-2.42182695434534e-001°)
1.96336027683560e+004	(-1.25558246568292e+000dB,-2.43215320173488e-001°)
1.96788628970639e+004	(-1.25558277913065e+000dB,-2.44249234412662e-001°)
1.97242273611440e+004	(-1.25558309456094e+000dB,-2.45284443682833e-001°)
1.97696964011141e+004	(-1.25558341197139e+000dB,-2.46320953396552e-001°)
1.98152702580464e+004	(-1.25558373137585e+000dB,-2.47358769120789e-001°)
1.98609491735692e+004	(-1.25558405278369e+000dB,-2.48397896329694e-001°)
1.99067333898673e+004	(-1.25558437618387e+000dB,-2.49438340511832e-001°)
1.99526231496842e+004	(-1.25558470160256e+000dB,-2.50480107212772e-001°)
1.99986186963229e+004	(-1.25558502904763e+000dB,-2.51523201958073e-001°)
2.00447202736470e+004	(-1.25558535850801e+000dB,-2.52567630244683e-001°)
2.00909281260827e+004	(-1.25558569001283e+000dB,-2.53613397643254e-001°)
2.01372424986193e+004	(-1.25558602355102e+000dB,-2.54660509680619e-001°)
2.01836636368110e+004	(-1.25558635913178e+000dB,-2.55708971921009e-001°)
2.02301917867781e+004	(-1.25558669677623e+000dB,-2.56758789905796e-001°)
2.02768271952082e+004	(-1.25558703648217e+000dB,-2.57809969238498e-001°)
2.03235701093576e+004	(-1.25558737825297e+000dB,-2.58862515440891e-001°)
2.03704207770525e+004	(-1.25558772210380e+000dB,-2.59916434111498e-001°)
2.04173794466906e+004	(-1.25558806803699e+000dB,-2.60971730871616e-001°)
2.04644463672420e+004	(-1.25558841605706e+000dB,-2.62028411303078e-001°)
2.05116217882509e+004	(-1.25558876617621e+000dB,-2.63086480949024e-001°)
2.05589059598367e+004	(-1.25558911840096e+000dB,-2.64145945492636e-001°)
2.06062991326953e+004	(-1.25558947274393e+000dB,-2.65206810521050e-001°)
2.06538015581005e+004	(-1.25558982919604e+000dB,-2.66269081656441e-001°)
2.07014134879057e+004	(-1.25559018778095e+000dB,-2.67332764549616e-001°)
2.07491351745443e+004	(-1.25559054850638e+000dB,-2.68397864803184e-001°)
2.07969668710322e+004	(-1.25559091137583e+000dB,-2.69464388103816e-001°)
2.08449088309681e+004	(-1.25559127639360e+000dB,-2.70532340083276e-001°)
2.08929613085356e+004	(-1.25559164356838e+000dB,-2.71601726432384e-001°)
2.09411245585041e+004	(-1.25559201290260e+000dB,-2.72672552770209e-001°)
2.09893988362304e+004	(-1.25559238442605e+000dB,-2.73744824826907e-001°)
2.10377843976599e+004	(-1.25559275812632e+000dB,-2.74818548260113e-001°)
2.10862814993280e+004	(-1.25559313401733e+000dB,-2.75893728753286e-001°)
2.11348903983616e+004	(-1.25559351210053e+000dB,-2.76970372028294e-001°)
2.11836113524801e+004	(-1.25559389240108e+000dB,-2.78048483790145e-001°)
2.12324446199973e+004	(-1.25559427490320e+000dB,-2.79128069741758e-001°)
2.12813904598222e+004	(-1.25559465963133e+000dB,-2.80209135618466e-001°)
2.13304491314608e+004	(-1.25559504659434e+000dB,-2.81291687150111e-001°)
2.13796208950174e+004	(-1.25559543578867e+000dB,-2.82375730077355e-001°)
2.14289060111956e+004	(-1.25559582723852e+000dB,-2.83461270138866e-001°)
2.14783047413004e+004	(-1.25559622094261e+000dB,-2.84548313092590e-001°)
2.15278173472388e+004	(-1.25559661691379e+000dB,-2.85636864731700e-001°)
2.15774440915217e+004	(-1.25559701514413e+000dB,-2.86726930772042e-001°)
2.16271852372652e+004	(-1.25559741565905e+000dB,-2.87818517029139e-001°)
2.16770410481919e+004	(-1.25559781847006e+000dB,-2.88911629313824e-001°)
2.17270117886324e+004	(-1.25559822357482e+000dB,-2.90006273362764e-001°)
2.17770977235266e+004	(-1.25559863098072e+000dB,-2.91102455015820e-001°)
2.18272991184250e+004	(-1.25559904070933e+000dB,-2.92200180092859e-001°)
2.18776162394905e+004	(-1.25559945275557e+000dB,-2.93299454376080e-001°)
2.19280493534994e+004	(-1.25559986714425e+000dB,-2.94400283731623e-001°)
2.19785987278432e+004	(-1.25560028386087e+000dB,-2.95502673968404e-001°)
2.20292646305295e+004	(-1.25560070292930e+000dB,-2.96606630955322e-001°)
2.20800473301839e+004	(-1.25560112435835e+000dB,-2.97712160528989e-001°)
2.21309470960513e+004	(-1.25560154815787e+000dB,-2.98819268569552e-001°)
2.21819641979971e+004	(-1.25560197433316e+000dB,-2.99927960929128e-001°)
2.22330989065089e+004	(-1.25560240289602e+000dB,-3.01038243478091e-001°)
2.22843514926979e+004	(-1.25560283384959e+000dB,-3.02150122126868e-001°)
2.23357222283001e+004	(-1.25560326721100e+000dB,-3.03263602765966e-001°)
2.23872113856782e+004	(-1.25560370298279e+000dB,-3.04378691294954e-001°)
2.24388192378225e+004	(-1.25560414117994e+000dB,-3.05495393606586e-001°)
2.24905460583526e+004	(-1.25560458180781e+000dB,-3.06613715647133e-001°)
2.25423921215191e+004	(-1.25560502487337e+000dB,-3.07733663338016e-001°)
2.25943577022045e+004	(-1.25560547038043e+000dB,-3.08855242600171e-001°)
2.26464430759253e+004	(-1.25560591836138e+000dB,-3.09978459412006e-001°)
2.26986485188330e+004	(-1.25560636880937e+000dB,-3.11103319721289e-001°)
2.27509743077154e+004	(-1.25560682172912e+000dB,-3.12229829469453e-001°)
2.28034207199989e+004	(-1.25560727715165e+000dB,-3.13357994668035e-001°)
2.28559880337490e+004	(-1.25560773506103e+000dB,-3.14487821252318e-001°)
2.29086765276724e+004	(-1.25560819548554e+000dB,-3.15619315236401e-001°)
2.29614864811183e+004	(-1.25560865841363e+000dB,-3.16752482603662e-001°)
2.30144181740797e+004	(-1.25560912388053e+000dB,-3.17887329389263e-001°)
2.30674718871953e+004	(-1.25560959188373e+000dB,-3.19023861585203e-001°)
2.31206479017506e+004	(-1.25561006243257e+000dB,-3.20162085260253e-001°)
2.31739464996794e+004	(-1.25561053553752e+000dB,-3.21302006402461e-001°)
2.32273679635657e+004	(-1.25561101121166e+000dB,-3.22443631058856e-001°)
2.32809125766447e+004	(-1.25561148946472e+000dB,-3.23586965304950e-001°)
2.33345806228046e+004	(-1.25561197030655e+000dB,-3.24732015204287e-001°)
2.33883723865881e+004	(-1.25561245373624e+000dB,-3.25878786790216e-001°)
2.34422881531938e+004	(-1.25561293977975e+000dB,-3.27027286179645e-001°)
2.34963282084776e+004	(-1.25561342844148e+000dB,-3.28177519454937e-001°)
2.35504928389546e+004	(-1.25561391973463e+000dB,-3.29329492703710e-001°)
2.36047823318003e+004	(-1.25561441366786e+000dB,-3.30483212056093e-001°)
2.36591969748521e+004	(-1.25561491024828e+000dB,-3.31638683587533e-001°)
2.37137370566110e+004	(-1.25561540948031e+000dB,-3.32795913472659e-001°)
